ENSG00000278198	ENST00000611619	ENSP00000482855
ENSG00000166734	ENST00000299957	ENSP00000299957
ENSG00000274102	ENST00000614722	ENSP00000483239
ENSG00000188313	ENST00000342435	ENSP00000345494
ENSG00000081870	ENST00000194214	ENSP00000194214
ENSG00000169607	ENST00000302450	ENSP00000305204
ENSG00000249581	ENST00000511148	ENSP00000424711
ENSG00000185043	ENST00000612800	ENSP00000479860
ENSG00000178623	ENST00000430267	ENSP00000411788
ENSG00000006607	ENST00000264042	ENSP00000264042
ENSG00000146038	ENST00000378454	ENSP00000367715
ENSG00000110148	ENST00000334619	ENSP00000335544
ENSG00000186334	ENST00000377713	ENSP00000366942
ENSG00000186092	ENST00000335137	ENSP00000334393
ENSG00000164933	ENST00000297578	ENSP00000297578
ENSG00000258989	ENST00000556347	ENSP00000452401
ENSG00000144130	ENST00000327581	ENSP00000330247
ENSG00000182107	ENST00000555868	ENSP00000450842
ENSG00000146049	ENST00000274766	ENSP00000274766
ENSG00000154553	ENST00000284770	ENSP00000284770
ENSG00000027075	ENST00000332981	ENSP00000329127
ENSG00000152818	ENST00000367545	ENSP00000356515
ENSG00000176406	ENST00000262231	ENSP00000262231
ENSG00000165660	ENST00000298492	ENSP00000298492
ENSG00000251247	ENST00000529555	ENSP00000431202
ENSG00000185236	ENST00000328024	ENSP00000333547
ENSG00000163424	ENST00000295622	ENSP00000295622
ENSG00000023171	ENST00000456860	ENSP00000402457
ENSG00000127529	ENST00000248072	ENSP00000248072
ENSG00000002549	ENST00000226299	ENSP00000226299
ENSG00000114638	ENST00000264234	ENSP00000264234
ENSG00000141429	ENST00000269195	ENSP00000269195
ENSG00000093144	ENST00000531967	ENSP00000436585
ENSG00000152503	ENST00000282369	ENSP00000282369
ENSG00000122483	ENST00000401026	ENSP00000383808
ENSG00000178761	ENST00000357635	ENSP00000350260
ENSG00000100151	ENST00000404072	ENSP00000385205
ENSG00000167772	ENST00000301455	ENSP00000301455
ENSG00000130635	ENST00000371817	ENSP00000360882
ENSG00000185869	ENST00000520965	ENSP00000428679
ENSG00000074356	ENST00000389005	ENSP00000373657
ENSG00000148357	ENST00000624552	ENSP00000485357
ENSG00000146063	ENST00000315073	ENSP00000320869
ENSG00000232653	ENST00000448387	ENSP00000398454
ENSG00000197863	ENST00000356725	ENSP00000349161
ENSG00000113013	ENST00000297185	ENSP00000297185
ENSG00000046647	ENST00000380523	ENSP00000369895
ENSG00000170683	ENST00000360759	ENSP00000353988
ENSG00000133121	ENST00000336934	ENSP00000338785
ENSG00000251012	ENST00000490594	ENSP00000424708
ENSG00000012660	ENST00000370918	ENSP00000359956
ENSG00000205629	ENST00000399069	ENSP00000382021
ENSG00000198826	ENST00000361627	ENSP00000355090
ENSG00000170382	ENST00000367175	ENSP00000356143
ENSG00000167548	ENST00000301067	ENSP00000301067
ENSG00000061676	ENST00000360982	ENSP00000354251
ENSG00000177239	ENST00000371589	ENSP00000360645
ENSG00000118004	ENST00000418971	ENSP00000411770
ENSG00000189292	ENST00000403610	ENSP00000384604
ENSG00000052723	ENST00000369528	ENSP00000358541
ENSG00000176533	ENST00000382159	ENSP00000371594
ENSG00000175073	ENST00000310421	ENSP00000309031
ENSG00000157680	ENST00000288490	ENSP00000288490
ENSG00000117505	ENST00000370272	ENSP00000359295
ENSG00000108839	ENST00000251535	ENSP00000251535
ENSG00000144535	ENST00000325385	ENSP00000315569
ENSG00000125901	ENST00000380325	ENSP00000369682
ENSG00000151748	ENST00000324679	ENSP00000324729
ENSG00000163531	ENST00000339876	ENSP00000344786
ENSG00000221946	ENST00000270310	ENSP00000270310
ENSG00000065978	ENST00000321358	ENSP00000361626
ENSG00000169247	ENST00000515425	ENSP00000423660
ENSG00000168884	ENST00000315423	ENSP00000321203
ENSG00000103496	ENST00000313843	ENSP00000317714
ENSG00000104884	ENST00000391945	ENSP00000375809
ENSG00000178802	ENST00000352410	ENSP00000318318
ENSG00000087258	ENST00000262494	ENSP00000262494
ENSG00000275718	ENST00000617897	ENSP00000484078
ENSG00000101546	ENST00000306735	ENSP00000305696
ENSG00000012983	ENST00000013125	ENSP00000013125
ENSG00000111530	ENST00000545606	ENSP00000442318
ENSG00000109705	ENST00000382438	ENSP00000371875
ENSG00000276409	ENST00000622526	ENSP00000479097
ENSG00000266964	ENST00000612146	ENSP00000481244
ENSG00000101405	ENST00000217386	ENSP00000217386
ENSG00000101951	ENST00000218068	ENSP00000218068
ENSG00000100650	ENST00000553521	ENSP00000452123
ENSG00000028203	ENST00000436874	ENSP00000410083
ENSG00000136682	ENST00000259199	ENSP00000259199
ENSG00000004897	ENST00000531206	ENSP00000434614
ENSG00000101200	ENST00000380293	ENSP00000369647
ENSG00000152147	ENST00000281950	ENSP00000281950
ENSG00000163728	ENST00000296015	ENSP00000296015
ENSG00000186212	ENST00000334306	ENSP00000334879
ENSG00000004848	ENST00000379044	ENSP00000368332
ENSG00000203943	ENST00000370673	ENSP00000359707
ENSG00000187479	ENST00000617612	ENSP00000479976
ENSG00000185019	ENST00000217173	ENSP00000217173
ENSG00000105143	ENST00000221742	ENSP00000221742
ENSG00000273820	ENST00000621775	ENSP00000483631
ENSG00000258315	ENST00000546495	ENSP00000448598
ENSG00000131050	ENST00000253362	ENSP00000253362
ENSG00000186407	ENST00000392619	ENSP00000376395
ENSG00000153015	ENST00000381070	ENSP00000370460
ENSG00000127334	ENST00000344096	ENSP00000342105
ENSG00000188647	ENST00000340434	ENSP00000344299
ENSG00000164007	ENST00000296387	ENSP00000296387
ENSG00000105254	ENST00000221855	ENSP00000221855
ENSG00000112697	ENST00000230461	ENSP00000230461
ENSG00000215251	ENST00000380266	ENSP00000369618
ENSG00000198513	ENST00000358385	ENSP00000351155
ENSG00000173157	ENST00000389420	ENSP00000374071
ENSG00000167608	ENST00000617472	ENSP00000477627
ENSG00000152229	ENST00000409746	ENSP00000387261
ENSG00000141098	ENST00000268797	ENSP00000268797
ENSG00000168454	ENST00000306084	ENSP00000304908
ENSG00000124140	ENST00000454036	ENSP00000387694
ENSG00000105366	ENST00000321424	ENSP00000321077
ENSG00000172667	ENST00000311417	ENSP00000311221
ENSG00000151332	ENST00000416007	ENSP00000399718
ENSG00000160058	ENST00000341071	ENSP00000344816
ENSG00000094755	ENST00000518525	ENSP00000430100
ENSG00000187595	ENST00000618554	ENSP00000480744
ENSG00000166199	ENST00000302708	ENSP00000302232
ENSG00000143850	ENST00000272203	ENSP00000272203
ENSG00000075891	ENST00000370296	ENSP00000359319
ENSG00000206127	ENST00000509311	ENSP00000423159
ENSG00000141759	ENST00000269601	ENSP00000269601
ENSG00000275113	ENST00000621907	ENSP00000478568
ENSG00000150753	ENST00000280326	ENSP00000280326
ENSG00000182004	ENST00000414487	ENSP00000400591
ENSG00000183891	ENST00000333610	ENSP00000333018
ENSG00000102981	ENST00000219255	ENSP00000219255
ENSG00000141956	ENST00000269844	ENSP00000269844
ENSG00000197584	ENST00000432997	ENSP00000407592
ENSG00000153113	ENST00000395812	ENSP00000379157
ENSG00000233917	ENST00000439682	ENSP00000457689
ENSG00000262874	ENST00000574814	ENSP00000458772
ENSG00000163807	ENST00000296121	ENSP00000296121
ENSG00000185591	ENST00000327443	ENSP00000329357
ENSG00000130032	ENST00000370353	ENSP00000359378
ENSG00000046651	ENST00000340096	ENSP00000344314
ENSG00000065609	ENST00000439399	ENSP00000400459
ENSG00000080824	ENST00000334701	ENSP00000335153
ENSG00000164929	ENST00000309982	ENSP00000312457
ENSG00000047188	ENST00000161863	ENSP00000161863
ENSG00000183421	ENST00000332512	ENSP00000332454
ENSG00000147174	ENST00000373695	ENSP00000362799
ENSG00000171848	ENST00000360566	ENSP00000353770
ENSG00000127603	ENST00000361689	ENSP00000354573
ENSG00000116489	ENST00000263168	ENSP00000263168
ENSG00000070950	ENST00000264926	ENSP00000264926
ENSG00000125046	ENST00000544814	ENSP00000439378
ENSG00000169856	ENST00000305901	ENSP00000302630
ENSG00000143278	ENST00000367412	ENSP00000356382
ENSG00000244617	ENST00000320256	ENSP00000315383
ENSG00000141642	ENST00000269466	ENSP00000269466
ENSG00000089692	ENST00000203629	ENSP00000203629
ENSG00000101407	ENST00000373448	ENSP00000362547
ENSG00000213741	ENST00000396020	ENSP00000379339
ENSG00000163032	ENST00000406397	ENSP00000384719
ENSG00000168228	ENST00000302874	ENSP00000303468
ENSG00000232399	ENST00000429667	ENSP00000414392
ENSG00000005108	ENST00000423059	ENSP00000406482
ENSG00000124721	ENST00000327475	ENSP00000333363
ENSG00000184716	ENST00000319327	ENSP00000319796
ENSG00000117862	ENST00000371626	ENSP00000360688
ENSG00000008018	ENST00000262193	ENSP00000262193
ENSG00000188033	ENST00000311437	ENSP00000311521
ENSG00000128989	ENST00000566423	ENSP00000455625
ENSG00000133937	ENST00000238558	ENSP00000238558
ENSG00000100095	ENST00000248933	ENSP00000248933
ENSG00000140478	ENST00000434739	ENSP00000391085
ENSG00000183723	ENST00000330687	ENSP00000333833
ENSG00000134548	ENST00000256969	ENSP00000256969
ENSG00000185955	ENST00000332375	ENSP00000327732
ENSG00000099326	ENST00000215057	ENSP00000215057
ENSG00000203805	ENST00000398250	ENSP00000381302
ENSG00000122304	ENST00000435245	ENSP00000403681
ENSG00000275832	ENST00000622683	ENSP00000481862
ENSG00000159307	ENST00000360835	ENSP00000354080
ENSG00000197928	ENST00000598513	ENSP00000469391
ENSG00000162992	ENST00000295108	ENSP00000295108
ENSG00000120526	ENST00000239690	ENSP00000239690
ENSG00000185758	ENST00000541814	ENSP00000438400
ENSG00000170291	ENST00000396628	ENSP00000379869
ENSG00000155918	ENST00000367341	ENSP00000356310
ENSG00000104320	ENST00000265433	ENSP00000265433
ENSG00000186910	ENST00000334708	ENSP00000335024
ENSG00000101928	ENST00000370783	ENSP00000359819
ENSG00000148300	ENST00000371942	ENSP00000361010
ENSG00000078804	ENST00000374810	ENSP00000363943
ENSG00000140839	ENST00000339953	ENSP00000341051
ENSG00000187766	ENST00000334662	ENSP00000335565
ENSG00000205445	ENST00000391621	ENSP00000375479
ENSG00000158955	ENST00000290015	ENSP00000290015
ENSG00000196396	ENST00000371621	ENSP00000360683
ENSG00000186442	ENST00000417996	ENSP00000413479
ENSG00000177692	ENST00000617313	ENSP00000479716
ENSG00000106992	ENST00000373176	ENSP00000362271
ENSG00000151466	ENST00000281142	ENSP00000281142
ENSG00000125245	ENST00000340807	ENSP00000343428
ENSG00000112186	ENST00000229922	ENSP00000229922
ENSG00000109445	ENST00000262990	ENSP00000262990
ENSG00000122378	ENST00000606162	ENSP00000482445
ENSG00000100092	ENST00000357436	ENSP00000350018
ENSG00000173826	ENST00000583023	ENSP00000463533
ENSG00000170190	ENST00000450736	ENSP00000390564
ENSG00000132541	ENST00000254878	ENSP00000254878
ENSG00000064205	ENST00000372868	ENSP00000361959
ENSG00000043355	ENST00000376335	ENSP00000365514
ENSG00000100883	ENST00000556994	ENSP00000451818
ENSG00000161904	ENST00000293760	ENSP00000293760
ENSG00000144021	ENST00000488633	ENSP00000418287
ENSG00000254788	ENST00000616804	ENSP00000479319
ENSG00000143013	ENST00000370544	ENSP00000359575
ENSG00000182224	ENST00000332439	ENSP00000331479
ENSG00000160401	ENST00000373295	ENSP00000362392
ENSG00000160404	ENST00000373284	ENSP00000362381
ENSG00000104921	ENST00000346664	ENSP00000264072
ENSG00000110203	ENST00000611028	ENSP00000481114
ENSG00000171459	ENST00000304720	ENSP00000304235
ENSG00000133958	ENST00000256339	ENSP00000256339
ENSG00000179094	ENST00000317276	ENSP00000314420
ENSG00000102921	ENST00000262384	ENSP00000262384
ENSG00000158428	ENST00000289388	ENSP00000289388
ENSG00000128805	ENST00000417912	ENSP00000412461
ENSG00000152457	ENST00000378278	ENSP00000367527
ENSG00000114573	ENST00000273398	ENSP00000273398
ENSG00000159231	ENST00000290354	ENSP00000290354
ENSG00000152683	ENST00000379343	ENSP00000368648
ENSG00000232859	ENST00000379103	ENSP00000368397
ENSG00000182111	ENST00000420713	ENSP00000394248
ENSG00000136514	ENST00000259030	ENSP00000259030
ENSG00000137752	ENST00000533400	ENSP00000433138
ENSG00000197933	ENST00000341191	ENSP00000340683
ENSG00000061656	ENST00000374273	ENSP00000363391
ENSG00000121289	ENST00000305768	ENSP00000306105
ENSG00000167244	ENST00000434045	ENSP00000391826
ENSG00000101346	ENST00000375749	ENSP00000364902
ENSG00000138336	ENST00000373644	ENSP00000362748
ENSG00000150779	ENST00000541231	ENSP00000438455
ENSG00000118804	ENST00000237642	ENSP00000237642
ENSG00000132623	ENST00000378380	ENSP00000367631
ENSG00000140386	ENST00000563290	ENSP00000454973
ENSG00000132205	ENST00000254528	ENSP00000254528
ENSG00000106524	ENST00000306999	ENSP00000303570
ENSG00000127377	ENST00000337323	ENSP00000338613
ENSG00000275410	ENST00000617811	ENSP00000480291
ENSG00000128849	ENST00000281282	ENSP00000281282
ENSG00000125656	ENST00000245816	ENSP00000245816
ENSG00000183397	ENST00000329493	ENSP00000327950
ENSG00000124226	ENST00000244061	ENSP00000244061
ENSG00000149743	ENST00000394546	ENSP00000378050
ENSG00000121716	ENST00000452089	ENSP00000391748
ENSG00000135736	ENST00000258214	ENSP00000258214
ENSG00000085514	ENST00000198536	ENSP00000198536
ENSG00000107249	ENST00000381971	ENSP00000371398
ENSG00000069011	ENST00000265340	ENSP00000265340
ENSG00000159556	ENST00000290759	ENSP00000290759
ENSG00000149150	ENST00000278426	ENSP00000278426
ENSG00000175518	ENST00000380184	ENSP00000369531
ENSG00000180974	ENST00000316987	ENSP00000321426
ENSG00000104299	ENST00000521022	ENSP00000429065
ENSG00000176299	ENST00000315957	ENSP00000319654
ENSG00000108551	ENST00000225688	ENSP00000225688
ENSG00000186907	ENST00000335099	ENSP00000335397
ENSG00000168959	ENST00000305447	ENSP00000306138
ENSG00000066583	ENST00000173527	ENSP00000173527
ENSG00000161328	ENST00000270115	ENSP00000270115
ENSG00000221938	ENST00000408899	ENSP00000386137
ENSG00000129128	ENST00000503362	ENSP00000427463
ENSG00000178252	ENST00000395474	ENSP00000378857
ENSG00000131831	ENST00000545871	ENSP00000444210
ENSG00000186912	ENST00000374519	ENSP00000363643
ENSG00000081014	ENST00000261842	ENSP00000261842
ENSG00000152527	ENST00000282406	ENSP00000282406
ENSG00000049247	ENST00000054668	ENSP00000054668
ENSG00000159648	ENST00000290871	ENSP00000290871
ENSG00000089063	ENST00000342308	ENSP00000341364
ENSG00000270806	ENST00000605587	ENSP00000475146
ENSG00000221978	ENST00000400809	ENSP00000383611
ENSG00000145022	ENST00000273590	ENSP00000273590
ENSG00000105393	ENST00000359435	ENSP00000352408
ENSG00000130517	ENST00000269919	ENSP00000269919
ENSG00000166546	ENST00000536005	ENSP00000442793
ENSG00000113396	ENST00000262462	ENSP00000262462
ENSG00000164530	ENST00000373674	ENSP00000362778
ENSG00000188219	ENST00000356920	ENSP00000439189
ENSG00000250641	ENST00000503322	ENSP00000421232
ENSG00000165490	ENST00000533655	ENSP00000435421
ENSG00000148948	ENST00000278198	ENSP00000278198
ENSG00000143952	ENST00000272322	ENSP00000272322
ENSG00000100121	ENST00000480559	ENSP00000419751
ENSG00000140795	ENST00000394809	ENSP00000378288
ENSG00000147799	ENST00000377307	ENSP00000366522
ENSG00000109861	ENST00000227266	ENSP00000227266
ENSG00000079308	ENST00000171887	ENSP00000171887
ENSG00000134461	ENST00000380094	ENSP00000369436
ENSG00000124237	ENST00000371168	ENSP00000360210
ENSG00000138347	ENST00000358913	ENSP00000351790
ENSG00000114395	ENST00000418577	ENSP00000391209
ENSG00000130193	ENST00000336138	ENSP00000338607
ENSG00000141504	ENST00000269298	ENSP00000269298
ENSG00000178795	ENST00000315938	ENSP00000320815
ENSG00000254979	ENST00000529411	ENSP00000431536
ENSG00000126233	ENST00000246515	ENSP00000246515
ENSG00000158220	ENST00000389567	ENSP00000374218
ENSG00000215018	ENST00000399429	ENSP00000382356
ENSG00000184903	ENST00000405709	ENSP00000384966
ENSG00000272104	ENST00000606589	ENSP00000476225
ENSG00000154118	ENST00000284262	ENSP00000284262
ENSG00000114388	ENST00000232501	ENSP00000232501
ENSG00000221818	ENST00000520164	ENSP00000430241
ENSG00000114302	ENST00000265563	ENSP00000265563
ENSG00000099624	ENST00000215375	ENSP00000215375
ENSG00000180336	ENST00000409122	ENSP00000386452
ENSG00000129194	ENST00000250055	ENSP00000355354
ENSG00000185418	ENST00000335968	ENSP00000338093
ENSG00000126860	ENST00000247270	ENSP00000247270
ENSG00000223609	ENST00000380299	ENSP00000369654
ENSG00000141526	ENST00000581287	ENSP00000463978
ENSG00000187682	ENST00000338270	ENSP00000339136
ENSG00000154760	ENST00000285013	ENSP00000285013
ENSG00000141551	ENST00000314028	ENSP00000324464
ENSG00000170367	ENST00000304710	ENSP00000307132
ENSG00000056097	ENST00000265069	ENSP00000265069
ENSG00000169548	ENST00000302097	ENSP00000302855
ENSG00000102109	ENST00000218230	ENSP00000218230
ENSG00000152102	ENST00000409185	ENSP00000387051
ENSG00000131634	ENST00000566264	ENSP00000454945
ENSG00000089057	ENST00000379333	ENSP00000368637
ENSG00000065413	ENST00000282272	ENSP00000282272
ENSG00000100726	ENST00000262319	ENSP00000262319
ENSG00000278685	ENST00000615129	ENSP00000482119
ENSG00000171766	ENST00000396659	ENSP00000379895
ENSG00000100342	ENST00000319136	ENSP00000317674
ENSG00000161405	ENST00000346872	ENSP00000344544
ENSG00000054793	ENST00000338821	ENSP00000342481
ENSG00000071859	ENST00000393600	ENSP00000377225
ENSG00000134108	ENST00000256496	ENSP00000256496
ENSG00000114646	ENST00000383738	ENSP00000373244
ENSG00000085276	ENST00000264674	ENSP00000264674
ENSG00000181026	ENST00000332810	ENSP00000331944
ENSG00000110628	ENST00000380574	ENSP00000369948
ENSG00000187715	ENST00000405109	ENSP00000385957
ENSG00000165233	ENST00000375464	ENSP00000364613
ENSG00000166960	ENST00000383096	ENSP00000372576
ENSG00000132394	ENST00000254730	ENSP00000254730
ENSG00000187689	ENST00000339336	ENSP00000341013
ENSG00000171763	ENST00000305560	ENSP00000305494
ENSG00000134109	ENST00000256497	ENSP00000256497
ENSG00000134982	ENST00000257430	ENSP00000257430
ENSG00000158158	ENST00000377075	ENSP00000366275
ENSG00000130270	ENST00000310127	ENSP00000311336
ENSG00000058262	ENST00000243253	ENSP00000243253
ENSG00000177098	ENST00000324727	ENSP00000322460
ENSG00000285292	ENST00000222388	ENSP00000222388
ENSG00000058404	ENST00000395749	ENSP00000379098
ENSG00000187535	ENST00000426508	ENSP00000406012
ENSG00000188199	ENST00000429828	ENSP00000394623
ENSG00000179772	ENST00000375978	ENSP00000365145
ENSG00000102606	ENST00000375741	ENSP00000364893
ENSG00000135973	ENST00000258456	ENSP00000258456
ENSG00000100055	ENST00000248901	ENSP00000248901
ENSG00000169006	ENST00000306928	ENSP00000303686
ENSG00000171700	ENST00000395042	ENSP00000378483
ENSG00000136146	ENST00000258648	ENSP00000258648
ENSG00000090402	ENST00000264382	ENSP00000264382
ENSG00000141349	ENST00000269097	ENSP00000269097
ENSG00000074416	ENST00000265052	ENSP00000265052
ENSG00000152700	ENST00000402673	ENSP00000385432
ENSG00000129245	ENST00000250113	ENSP00000250113
ENSG00000102978	ENST00000219252	ENSP00000219252
ENSG00000127586	ENST00000262315	ENSP00000262315
ENSG00000197057	ENST00000456874	ENSP00000401597
ENSG00000284505	ENST00000615007	ENSP00000479586
ENSG00000166377	ENST00000426216	ENSP00000398076
ENSG00000158813	ENST00000374552	ENSP00000363680
ENSG00000093072	ENST00000399837	ENSP00000382731
ENSG00000124383	ENST00000244230	ENSP00000244230
ENSG00000204616	ENST00000376734	ENSP00000365924
ENSG00000140481	ENST00000398814	ENSP00000381795
